	drawz	drawp	pi2	omegacor21	tau1	tau2	num_variants	p1_code	p2_code	p1	p2	p1_category	p2_category	p1_num_cases	p2_num_cases	num_loci	omegacor21_se	attenuation
HC376_HC95	4.78857169542	8.39862765092e-07	0.131725075066	-0.385330050956	0.00430408595714	0.00865875147333	313977	HC376	HC95	osteoarthritis	inflammatory_bowel_disease	HC	HC	29946.0	3783.0	41359	0.0804686815746	2.01175152159
FH1286_HC156	6.36812590724	9.56759068698e-11	0.0373898186967	-0.386272832218	0.0058235708214	0.0191877860341	316074	FH1286	HC156	severe_depression	nasal_polyps	FH	HC	54576.0	4608.0	11818	0.0606572228383	3.29484892046
HC22_HC322	3.16229598788	0.000782651864585	0.0682394351446	-0.388413294793	0.00888781055584	0.0123631994866	304567	HC22	HC322	osteoporosis	crohns_disease	HC	HC	9135.0	1652.0	20783	0.122826356635	1.39102869137
HC136_INI1807	7.36389161958	8.93123684348e-14	0.0651123274023	-0.388960217078	0.0187866775178	0.00221746900142	304865	HC136	INI1807	connective_tissue_disorder	father's_age_at_death	HC	INI	2515.0	257090.0	19850	0.0528199269044	0.118034122815
INI30190_INI30200	26.225395931	6.82179583741e-152	0.0752080937593	-0.389722990852	0.00857207871271	0.00650331735933	347053	INI30190	INI30200	monocyte_percentage	neutrophill_percentage	INI	INI	327482.0	327482.0	26101	0.0148605188603	0.758662814153
HC38_HC49	6.70470306763	1.00908161241e-11	0.00403338294251	-0.395179930938	0.30010567911	0.031292619232	316990	HC38	HC49	psoriasis	hayfever/allergic_rhinitis	HC	HC	5074.0	20724.0	1279	0.0589407057929	0.104271999533
HC142_HC243	6.74822315139	7.48333213347e-12	0.0240244323698	-0.396698861187	0.00852604072974	0.0188878634424	315316	HC142	HC243	synovitis	inguinal_hernia	HC	HC	4303.0	14042.0	7575	0.0587856762124	2.2153147095
FH1220_HC201	7.55853208417	2.03821734796e-14	0.0781913272761	-0.397513451437	0.00706137385784	0.0149309563089	312005	FH1220	HC201	diabetes	ulcerative_colitis	FH	HC	79177.0	3147.0	24396	0.0525913559684	2.11445486523
HC261_HC38	10.6829116443	6.11860870276e-27	0.00367874333518	-0.399115981361	0.039608152775	0.314639630648	316791	HC261	HC38	eczema/dermatitis	psoriasis	HC	HC	11643.0	5074.0	1165	0.037360224876	7.94380976147
HC151_HC156	5.52136694403	1.68186241129e-08	0.00400595412586	-0.400856686915	0.179432018019	0.0487141532001	302485	HC151	HC156	multiple_sclerosis	nasal_polyps	HC	HC	1467.0	4608.0	1212	0.0726009864909	0.271490861764
FH1286_HC295	5.99781910638	9.99925564059e-10	0.0924903726977	-0.401360235068	0.00350936107707	0.00879504289586	321607	FH1286	HC295	severe_depression	carpal_tunnel_syndrome	FH	HC	54576.0	8152.0	29746	0.0669176959073	2.50616642253
HC295_HC95	5.8632261201	2.26979672181e-09	0.0549004374128	-0.402496238493	0.0109301974907	0.0161911107099	313633	HC295	HC95	carpal_tunnel_syndrome	inflammatory_bowel_disease	HC	HC	8152.0	3783.0	17219	0.0686475722151	1.48131913661
HC151_HC422	7.72720317071	5.49675580828e-15	0.00237846365737	-0.404645398469	0.212212413331	0.355078664101	298136	HC151	HC422	multiple_sclerosis	ankylosing_spondylitis	HC	HC	1467.0	1184.0	709	0.0523663464684	1.67322287385
HC400_HC95	4.31995542444	7.80303605193e-06	0.0118686995526	-0.405683713149	0.00911061707326	0.0350553239225	309124	HC400	HC95	transient_ischaemic_attack_(tia)	inflammatory_bowel_disease	HC	HC	2828.0	3783.0	3669	0.0939092359273	3.84774419127
HC328_HC85	5.57853094803	1.21279162627e-08	0.00555572028088	-0.405792401075	0.055686936183	0.0388998322687	316585	HC328	HC85	gout	enlarged_prostate	HC	HC	6278.0	5078.0	1759	0.0727418033271	0.698545025729
HC136_HC60	3.43011606609	0.000301661558147	0.00647866440983	-0.407712170678	0.0644907669139	0.0138054051402	309253	HC136	HC60	connective_tissue_disorder	oesophagitis/barretts_oesophagus	HC	HC	2515.0	9528.0	2004	0.118862499934	0.214067932525
HC295_HC401	8.82021565137	5.71197461871e-19	0.104440389441	-0.408010121979	0.00741385318088	0.0106233605535	320232	HC295	HC401	carpal_tunnel_syndrome	varicose_veins	HC	HC	8152.0	10153.0	33445	0.0462585199848	1.43290678873
INI30260_INI30520	11.9079087999	5.38215419937e-33	0.0733294073604	-0.408162997586	0.00971994432738	0.001897255599	345468	INI30260	INI30520	mean_reticulocyte_volume	potassium_in_urine	INI	INI	322934.0	327299.0	25333	0.0342766311404	0.195192023235
HC55_HC95	5.53153013112	1.58724658956e-08	0.00309525629686	-0.408516753626	0.183408731576	0.0479284730873	310928	HC55	HC95	hyperthyroidism/thyrotoxicosis	inflammatory_bowel_disease	HC	HC	3647.0	3783.0	962	0.0738523959813	0.261320563506
HC151_HC430	7.82773403131	2.48370697804e-15	0.00328965907844	-0.408583593491	0.200619811227	0.109393127821	302556	HC151	HC430	multiple_sclerosis	rheumatoid_arthritis	HC	HC	1467.0	5587.0	995	0.0521969182725	0.545275798795
HC155_HC261	5.15058695954	1.29836248402e-07	0.00364421631972	-0.409000605255	0.0167030426714	0.0498811725359	305883	HC155	HC261	joint_disorder	eczema/dermatitis	HC	HC	1861.0	11643.0	1115	0.0794085428453	2.98635245789
HC136_HC38	10.4358880411	8.50082627691e-26	0.00342960570822	-0.409225211264	0.0836730860221	0.323983342228	308811	HC136	HC38	connective_tissue_disorder	psoriasis	HC	HC	2515.0	5074.0	1059	0.0392132619335	3.87201378162
HC110_HC243	6.86714339167	3.27501125166e-12	0.0270502750852	-0.409509615853	0.00682547698484	0.0180131042871	318070	HC110	HC243	stroke	inguinal_hernia	HC	HC	5783.0	14042.0	8604	0.0596331826054	2.63909823842
FH1220_HC95	6.66130137456	1.35706714305e-11	0.0917803831831	-0.412592344163	0.00646599478909	0.0106867533355	313979	FH1220	HC95	diabetes	inflammatory_bowel_disease	FH	HC	79177.0	3783.0	28817	0.0619386995068	1.65276244168
HC219_HC322	5.28281005583	6.36086366644e-08	0.0195007270264	-0.415559951679	0.0504886781114	0.0215202519736	304585	HC219	HC322	hypothyroidism/myxoedema	crohns_disease	HC	HC	19920.0	1652.0	5940	0.0786626714358	0.426239164475
FH1286_HC302	3.39756024075	0.000339948084315	0.130522891545	-0.415960998308	0.00279167953311	0.00637671739381	311815	FH1286	HC302	severe_depression	retinal_detachment	FH	HC	54576.0	3247.0	40699	0.122429322465	2.28418674786
HC295_HC322	3.29695006287	0.00048870438891	0.0847762699036	-0.417383331516	0.00863263390224	0.0112049712144	304561	HC295	HC322	carpal_tunnel_syndrome	crohns_disease	HC	HC	8152.0	1652.0	25820	0.126596801152	1.29797826959
HC25_HC38	10.9205562162	4.59655402516e-28	0.00376449147021	-0.417420128335	0.0194592369966	0.313983153337	316982	HC25	HC38	cataract	psoriasis	HC	HC	19448.0	5074.0	1193	0.0382233395508	16.135429842
HC201_HC295	6.64036214473	1.56456687551e-11	0.0368515796903	-0.420539802198	0.0235898060319	0.0140003027273	311817	HC201	HC295	ulcerative_colitis	carpal_tunnel_syndrome	HC	HC	3147.0	8152.0	11491	0.0633308535035	0.593489522906
INI30070_INI30240	33.1021906742	1.38190096988e-240	0.0709498586095	-0.421355456838	0.0103928410004	0.00976198677099	345616	INI30070	INI30240	red_blood_cell_(erythrocyte)_distribution_width	reticulocyte_percentage	INI	INI	328031.0	322933.0	24521	0.0127289296647	0.939299155125
HC144_HC261	5.69386568063	6.20974009723e-09	0.0042456248731	-0.423627444712	0.0102388290522	0.0466315608052	309132	HC144	HC261	chickenpox	eczema/dermatitis	HC	HC	2458.0	11643.0	1312	0.0744006740716	4.5543841554
FH1286_HC25	7.16277550073	3.95298832087e-13	0.0607207774863	-0.423690408274	0.00445025374891	0.0078849365869	327941	FH1286	HC25	severe_depression	cataract	FH	HC	54576.0	19448.0	19913	0.0591517084726	1.77179483054
HC179_HC374	3.25729724736	0.000562392901573	0.0220365634549	-0.424043934065	0.0129908975225	0.0174609888483	310516	HC179	HC374	iron_deficiency_anaemia	kidney_stone/ureter_stone/bladder_stone	HC	HC	7811.0	2812.0	6843	0.130182756397	1.34409411036
INI30070_INI30500	5.64521645592	8.24867772341e-09	0.0594255889557	-0.425837587981	0.0116067063003	0.00141851789481	336785	INI30070	INI30500	red_blood_cell_(erythrocyte)_distribution_width	microalbumin_in_urine	INI	INI	328031.0	104119.0	20014	0.0754333498646	0.122215369125
HC22_HC64	3.87264227199	5.38308956882e-05	0.126064268799	-0.426066540359	0.00590863923709	0.00422022986726	321280	HC22	HC64	osteoporosis	irritable_bowel_syndrome	HC	HC	9135.0	11556.0	40502	0.110019596553	0.714247341548
HC295_HC310	8.89356763298	2.95888085278e-19	0.0739872425649	-0.426322046934	0.00902562721201	0.00670388811302	321596	HC295	HC310	carpal_tunnel_syndrome	hiatus_hernia	HC	HC	8152.0	41260.0	23794	0.0479359987497	0.742761467491
FH1044_HC125	6.67207616601	1.26104802316e-11	0.00774463540992	-0.427712794906	0.0133332920599	0.0240644639503	326446	FH1044	HC125	prostate_cancer	anaemia	FH	HC	34359.0	15944.0	2528	0.0641049029214	1.80484038317
HC179_HC310	8.42025783486	1.87828323626e-17	0.0345733598524	-0.433171240247	0.00989564301881	0.00994045029774	321091	HC179	HC310	iron_deficiency_anaemia	hiatus_hernia	HC	HC	7811.0	41260.0	11101	0.051443940167	1.00452798053
HC125_HC60	3.96739880339	3.63306743599e-05	0.00752082426103	-0.433253801912	0.0245869592363	0.0148189532132	322170	HC125	HC60	anaemia	oesophagitis/barretts_oesophagus	HC	HC	15944.0	9528.0	2423	0.109203491603	0.602715979263
HC385_HC95	6.19401485442	2.93253478863e-10	0.0218774757283	-0.436673478556	0.018238266866	0.0265802281722	310770	HC385	HC95	peripheral_vascular_disease	inflammatory_bowel_disease	HC	HC	3517.0	3783.0	6799	0.070499262404	1.45738783008
FH1220_INI3526	7.57605941901	1.78104357721e-14	0.134287893995	-0.436692699592	0.00509305289079	0.00128310983681	331272	FH1220	INI3526	diabetes	mother's_age_at_death	FH	INI	79177.0	205977.0	44486	0.0576411397325	0.251933342206
HC169_HC422	7.30803060736	1.35543026335e-13	0.00196996508919	-0.437960334853	0.0520971783499	0.383642614712	296230	HC169	HC422	pernicious_anaemia	ankylosing_spondylitis	HC	HC	1048.0	1184.0	584	0.0599286399283	7.36398067732
HC125_HC401	9.4066162378	2.56183035562e-21	0.0281274217537	-0.438695979891	0.0123927853594	0.0202724049597	322588	HC125	HC401	anaemia	varicose_veins	HC	HC	15944.0	10153.0	9074	0.0466369594337	1.63582313191
HC430_HC49	8.46373537826	1.29473504553e-17	0.00621825096034	-0.444671500974	0.0802376164053	0.0294751315822	317958	HC430	HC49	rheumatoid_arthritis	hayfever/allergic_rhinitis	HC	HC	5587.0	20724.0	1977	0.0525384456272	0.367348045751
INI30020_INI30070	36.4730609743	1.48276838028e-291	0.0729385391972	-0.446858596384	0.00691541526418	0.010298298748	347377	INI30020	INI30070	haemoglobin_concentration	red_blood_cell_(erythrocyte)_distribution_width	INI	INI	328031.0	328031.0	25337	0.0122517437376	1.48918009325
FH1002_HC125	6.67194318535	1.26219151814e-11	0.0082874174741	-0.448335810058	0.00838016257042	0.0242426736329	326667	FH1002	HC125	breast_cancer	anaemia	FH	HC	62401.0	15944.0	2707	0.0671971864273	2.89286436023
HC151_HC164	5.20848561401	9.51940546885e-08	0.00592214354624	-0.448579613128	0.15008084024	0.0114448573802	302632	HC151	HC164	multiple_sclerosis	gastro-oesophageal_reflux_(gord)_/_gastric_reflux	HC	HC	1467.0	30231.0	1792	0.0861247676141	0.0762579511275
HC202_HC96	3.10367472093	0.000955666709016	0.00129495710226	-0.449125423519	0.0226968468364	0.152464451997	297226	HC202	HC96	trapped_nerve/compressed_nerve	polymyalgia_rheumatica	HC	HC	1084.0	1421.0	385	0.144707633339	6.71742877308
HC179_INI3526	5.30293038188	5.69791947671e-08	0.184688983049	-0.451793246643	0.00231573122764	0.00107657407461	316156	HC179	INI3526	iron_deficiency_anaemia	mother's_age_at_death	HC	INI	7811.0	205977.0	58391	0.0851969032418	0.464895952416
HC430_HC64	4.28200115742	9.26100092696e-06	0.00478314983639	-0.453928849995	0.09274471648	0.0144722656576	317694	HC430	HC64	rheumatoid_arthritis	irritable_bowel_syndrome	HC	HC	5587.0	11556.0	1520	0.106008577137	0.156044098326
HC144_HC243	7.36394396368	8.92773358289e-14	0.0255303999459	-0.455586492014	0.00992486943858	0.0187372533171	309146	HC144	HC243	chickenpox	inguinal_hernia	HC	HC	2458.0	14042.0	7893	0.061867186152	1.88790930027
HC133_HC243	7.29499907649	1.4933056357e-13	0.0212803816794	-0.457855376853	0.0133837622931	0.0202870096444	310247	HC133	HC243	anal_fissure	inguinal_hernia	HC	HC	2721.0	14042.0	6602	0.0627629108725	1.51579273452
HC156_HC85	6.6879434502	1.13164277544e-11	0.0111540751827	-0.458200972788	0.0317083434164	0.0312573810306	314678	HC156	HC85	nasal_polyps	enlarged_prostate	HC	HC	4608.0	5078.0	3510	0.0685114902959	0.985777800503
HC219_HC310	10.5239737031	3.34937252583e-26	0.0208144852439	-0.458530202932	0.0486043353232	0.0101915210741	327978	HC219	HC310	hypothyroidism/myxoedema	hiatus_hernia	HC	HC	19920.0	41260.0	6827	0.0435700635395	0.20968337508
HC78_INI3526	5.8210471495	2.92400339169e-09	0.233730629676	-0.459376013072	0.00343326270965	0.000890775442669	321113	HC78	INI3526	arthritis_(nos)	mother's_age_at_death	HC	INI	15332.0	205977.0	75054	0.0789163875972	0.259454495039
HC164_HC25	6.6576087434	1.39159237896e-11	0.144291164243	-0.462073283216	0.00404619124038	0.00457179061642	327427	HC164	HC25	gastro-oesophageal_reflux_(gord)_/_gastric_reflux	cataract	HC	HC	30231.0	19448.0	47245	0.0694052926547	1.12989978595
HC123_HC136	4.75097572835	1.01218716523e-06	0.00495877393536	-0.464250755192	0.00698664711635	0.075243460416	306976	HC123	HC136	muscle/soft_tissue_problem	connective_tissue_disorder	HC	HC	2836.0	2515.0	1522	0.0977169284242	10.7696093939
HC25_HC43	3.27550130066	0.000527373143386	0.0933758839644	-0.46443199312	0.00556005997401	0.00319503343503	324840	HC25	HC43	cataract	unclassifiable	HC	HC	19448.0	14357.0	30332	0.141789592032	0.574640102798
HC139_HC156	5.1901506384	1.05062009514e-07	0.0156036923434	-0.46672367186	0.00256036822603	0.0301887522148	301931	HC139	HC156	breast_cysts	nasal_polyps	HC	HC	1398.0	4608.0	4711	0.0899248797148	11.7907853675
HC123_HC179	3.31036106784	0.000465878471257	0.011911572306	-0.468039076577	0.00127595766199	0.0189792184431	310569	HC123	HC179	muscle/soft_tissue_problem	iron_deficiency_anaemia	HC	HC	2836.0	7811.0	3699	0.141386110755	14.8744891845
HC136_HC95	6.20609701776	2.7158326947e-10	0.00512331326686	-0.468241908823	0.0686628246212	0.0473116253334	308104	HC136	HC95	connective_tissue_disorder	inflammatory_bowel_disease	HC	HC	2515.0	3783.0	1579	0.0754486930324	0.689042805833
HC303_HC401	8.55820110165	5.73211300473e-18	0.00520380899213	-0.47037958408	0.451713071262	0.028582178545	306931	HC303	HC401	malabsorption/coeliac_disease	varicose_veins	HC	HC	2094.0	10153.0	1597	0.0549624364388	0.0632750751825
HC179_HC322	4.56052954796	2.55123907645e-06	0.00590869987099	-0.47047831716	0.0225654320125	0.0535072987737	304558	HC179	HC322	iron_deficiency_anaemia	crohns_disease	HC	HC	7811.0	1652.0	1800	0.103163089333	2.37120648716
HC136_HC49	10.2003217481	9.88083714573e-25	0.0173755483613	-0.472053741574	0.0416064594265	0.0200617417242	309299	HC136	HC49	connective_tissue_disorder	hayfever/allergic_rhinitis	HC	HC	2515.0	20724.0	5374	0.0462783187856	0.482178536716
HC322_HC55	7.83293851351	2.38298711003e-15	0.00280003341173	-0.472634551458	0.0329210000381	0.195085797718	304108	HC322	HC55	crohns_disease	hyperthyroidism/thyrotoxicosis	HC	HC	1652.0	3647.0	852	0.0603393669748	5.92587702355
HC125_INI1807	9.26346961385	9.89473866784e-21	0.0830596773121	-0.481099903533	0.00655835582571	0.00202926896713	321458	HC125	INI1807	anaemia	father's_age_at_death	HC	INI	15944.0	257090.0	26700	0.0519351737079	0.309417332797
HC442_HC85	6.50748313588	3.82101637109e-11	0.0515063346172	-0.482607680318	0.0107549985683	0.0146646426274	317200	HC442	HC85	chronic_obstructive_airways_disease/copd	enlarged_prostate	HC	HC	7287.0	5078.0	16338	0.0741619563571	1.36351878936
HC38_INI1807	4.37827127533	5.98121975117e-06	0.00354809496795	-0.48307301127	0.318757897396	0.00322228332583	312262	HC38	INI1807	psoriasis	father's_age_at_death	HC	INI	5074.0	257090.0	1108	0.110334189202	0.0101088737006
INI30250_INI30260	39.1501335497	0.0	0.0820354897383	-0.485061015058	0.00875207631367	0.00920528665939	347163	INI30250	INI30260	reticulocyte_count	mean_reticulocyte_volume	INI	INI	322934.0	322934.0	28480	0.0123897665494	1.0517831803
HC125_HC322	5.0896851201	1.79329287164e-07	0.00503801555077	-0.488076800897	0.0283119432413	0.0552397528541	304583	HC125	HC322	anaemia	crohns_disease	HC	HC	15944.0	1652.0	1534	0.0958952841639	1.95111131664
FH1001_HC85	6.96934937436	1.59205036946e-12	0.0658786155815	-0.489411201268	0.0035191141181	0.0126764955947	318854	FH1001	HC85	lung_cancer	enlarged_prostate	FH	HC	123832.0	5078.0	21006	0.0702233702142	3.60218372274
HC179_HC41	5.82391106813	2.874308711e-09	0.0512965880458	-0.493821881167	0.00781369648573	0.00706886653759	320954	HC179	HC41	iron_deficiency_anaemia	depression	HC	HC	7811.0	20461.0	16464	0.0847921397477	0.904676365469
HC179_HC201	7.03841894382	9.72166764175e-13	0.0103695702419	-0.494511592734	0.0175978874417	0.0459759579811	311764	HC179	HC201	iron_deficiency_anaemia	ulcerative_colitis	HC	HC	7811.0	3147.0	3233	0.0702589028418	2.61258393278
HC64_HC96	4.99792734553	2.89749047788e-07	0.00316517370066	-0.495011102027	0.0149381637203	0.116503659198	302250	HC64	HC96	irritable_bowel_syndrome	polymyalgia_rheumatica	HC	HC	11556.0	1421.0	957	0.0990432769035	7.79906161021
HC179_HC64	4.51077788831	3.22951625074e-06	0.0521466466989	-0.49538265855	0.0076804250467	0.00711300548239	320255	HC179	HC64	iron_deficiency_anaemia	irritable_bowel_syndrome	HC	HC	7811.0	11556.0	16700	0.109822002062	0.926121333017
HC179_HC43	3.33585827405	0.000425182515954	0.0317700853157	-0.496555953615	0.0106983442218	0.00608586714807	320632	HC179	HC43	iron_deficiency_anaemia	unclassifiable	HC	HC	7811.0	14357.0	10187	0.148854031803	0.56886065936
HC382_HC41	6.63046147421	1.67319504573e-11	0.0397495437637	-0.49690860499	0.0190739767143	0.00546683288156	328215	HC382	HC41	asthma	depression	HC	HC	43626.0	20461.0	13046	0.0749432911906	0.286612118881
HC25_HC85	7.42521277035	5.62993811422e-14	0.0211913113846	-0.497438913462	0.0119458641319	0.0238104126833	318810	HC25	HC85	cataract	enlarged_prostate	HC	HC	19448.0	5078.0	6756	0.0669932201065	1.99319299302
HC144_HC430	8.13841094439	2.00249735702e-16	0.00405276146935	-0.497665903769	0.00796304479477	0.10187061585	308755	HC144	HC430	chickenpox	rheumatoid_arthritis	HC	HC	2458.0	5587.0	1251	0.0611502549047	12.7929226163
HC382_HC95	9.57352094435	5.16627928862e-22	0.0322088870199	-0.499159357037	0.0211732587625	0.020160234901	313978	HC382	HC95	asthma	inflammatory_bowel_disease	HC	HC	43626.0	3783.0	10113	0.0521395795694	0.952155505543
HC22_HC357	3.65639166076	0.000127895221957	0.0790728222302	-0.49946975007	0.00809877317126	0.00800254731888	313230	HC22	HC357	osteoporosis	duodenal_ulcer	HC	HC	9135.0	3621.0	24768	0.136601818517	0.988118465557
HC219_INI1807	8.81427198818	6.02326386983e-19	0.0245320389396	-0.500007190885	0.0444526509034	0.00248015379419	322874	HC219	INI1807	hypothyroidism/myxoedema	father's_age_at_death	HC	INI	19920.0	257090.0	7921	0.0567269981634	0.0557931584233
HC205_HC385	3.31481726556	0.000458515250965	0.0969949472128	-0.50222880195	0.00567516478173	0.00762610751842	312625	HC205	HC385	endometriosis	peripheral_vascular_disease	HC	HC	5391.0	3517.0	30323	0.151510252818	1.343768474
HC308_HC385	3.17102453421	0.000759511565645	0.0333646543905	-0.502657115588	0.00329478880236	0.0166593728992	299312	HC308	HC385	hypertrophic_cardiomyopathy_(hcm_/_hocm)	peripheral_vascular_disease	HC	HC	1096.0	3517.0	9986	0.158515681656	5.05627944567
HC243_HC303	15.2255262036	1.19712236257e-52	0.00498381049971	-0.504335978237	0.0245379137317	0.467010246357	306948	HC243	HC303	inguinal_hernia	malabsorption/coeliac_disease	HC	HC	14042.0	2094.0	1530	0.0331243709736	19.032190408
HC206_HC295	5.12886973555	1.45743472913e-07	0.130178855507	-0.50771977535	0.00398521169216	0.00724786957766	299107	HC206	HC295	parkinsons_disease	carpal_tunnel_syndrome	HC	HC	1082.0	8152.0	38937	0.0989925269168	1.81869123588
HC176_HC85	6.84103416593	3.93117501524e-12	0.0218858778135	-0.512439309425	0.0116540105993	0.0247077348907	316334	HC176	HC85	prolapsed_disc/slipped_disc	enlarged_prostate	HC	HC	5942.0	5078.0	6923	0.0749067022611	2.12010575073
HC22_HC85	7.43738237529	5.13499789459e-14	0.0306177466547	-0.513142047088	0.0128921333371	0.0199387668299	317998	HC22	HC85	osteoporosis	enlarged_prostate	HC	HC	9135.0	5078.0	9736	0.0689949798457	1.54658397556
HC38_HC442	3.64389708268	0.000134270417317	0.00350882639299	-0.515096667659	0.319112313426	0.0143805438359	315958	HC38	HC442	psoriasis	chronic_obstructive_airways_disease/copd	HC	HC	5074.0	7287.0	1109	0.141358731043	0.0450642085275
HC276_HC83	3.22467563406	0.000630577355912	0.0828217197739	-0.517745782777	0.00897294511502	0.00510598708872	316112	HC276	HC83	glaucoma	fracture_forearm_/_wrist	HC	HC	5863.0	6014.0	26181	0.160557476637	0.569042496446
HC125_HC201	7.5557877886	2.08166086525e-14	0.00632034278083	-0.517906755718	0.0252552248439	0.0554222171645	311987	HC125	HC201	anaemia	ulcerative_colitis	HC	HC	15944.0	3147.0	1972	0.0685443755447	2.19448520087
HC25_HC41	7.04359114339	9.36736769765e-13	0.093044636501	-0.523373906821	0.00558611103566	0.00520807994858	326432	HC25	HC41	cataract	depression	HC	HC	19448.0	20461.0	30373	0.074304981105	0.932326607068
HC179_HC95	6.77031292968	6.42520716122e-12	0.0109215150044	-0.527604154131	0.0174687556865	0.0369358073547	313585	HC179	HC95	iron_deficiency_anaemia	inflammatory_bowel_disease	HC	HC	7811.0	3783.0	3425	0.0779290646697	2.1143925771
HC25_HC357	4.50189737104	3.36747515659e-06	0.0637103864433	-0.528253670634	0.00711720154718	0.00922535730807	313432	HC25	HC357	cataract	duodenal_ulcer	HC	HC	19448.0	3621.0	19969	0.117340229485	1.29620571329
HC110_HC302	3.50442078298	0.000228800843764	0.114124277345	-0.530967035249	0.00297418154113	0.00790718522351	311042	HC110	HC302	stroke	retinal_detachment	HC	HC	5783.0	3247.0	35497	0.151513493422	2.65860880184
HC38_HC55	11.5795568313	2.61579022365e-31	0.00329249665276	-0.536762667481	0.326078269968	0.189536167352	312196	HC38	HC55	psoriasis	hyperthyroidism/thyrotoxicosis	HC	HC	5074.0	3647.0	1028	0.0463543359475	0.581259730587
HC322_HC385	4.93843533473	3.93759417314e-07	0.0168046894179	-0.538634540932	0.0291879845937	0.022836896298	304083	HC322	HC385	crohns_disease	peripheral_vascular_disease	HC	HC	1652.0	3517.0	5110	0.109069878296	0.782407439769
HC331_HC385	3.33919216149	0.000420112098377	0.0585956565743	-0.541249179444	0.00519998761119	0.0118964216628	307986	HC331	HC385	tonsiltis	peripheral_vascular_disease	HC	HC	2608.0	3517.0	18047	0.162089856848	2.28777884724
HC34_HC85	4.34855002177	6.85202819286e-06	0.0123856236744	-0.542794119436	0.00264998041132	0.0321593203675	304181	HC34	HC85	pleurisy	enlarged_prostate	HC	HC	1627.0	5078.0	3767	0.124821864005	12.1356822979
HC376_HC85	7.50235926195	3.13396485789e-14	0.0822571606778	-0.544701466663	0.0056759025332	0.0112746801337	318849	HC376	HC85	osteoarthritis	enlarged_prostate	HC	HC	29946.0	5078.0	26228	0.0726040233005	1.9864118645
INI30040_INI30070	44.3263821564	0.0	0.0704058736571	-0.545752769257	0.0125646311463	0.0107849332456	347377	INI30040	INI30070	mean_corpuscular_volume	red_blood_cell_(erythrocyte)_distribution_width	INI	INI	328031.0	328031.0	24457	0.012312143304	0.858356534309
HC125_INI3526	7.12078411971	5.36573836356e-13	0.0209818473254	-0.546289663028	0.0148901183824	0.00310014890498	321417	HC125	INI3526	anaemia	mother's_age_at_death	HC	INI	15944.0	205977.0	6744	0.0767176274191	0.208201763435
HC263_HC38	12.743978377	1.68386765395e-37	0.00332463197418	-0.547687031298	0.0189551463027	0.33451767225	301434	HC263	HC38	nasal/sinus_disorder	psoriasis	HC	HC	1327.0	5074.0	1002	0.0429761425432	17.6478549365
HC221_HC95	9.31609418121	6.03509674744e-21	0.0770961871967	-0.550617318868	0.013245168029	0.0129177544236	313968	HC221	HC95	diabetes	inflammatory_bowel_disease	HC	HC	20440.0	3783.0	24206	0.0591038806777	0.97528052459
HC146_HC85	5.57689646409	1.22423748053e-08	0.0142207104928	-0.553199833258	0.00682238073283	0.030463684009	314373	HC146	HC85	pleural_effusion	enlarged_prostate	HC	HC	4391.0	5078.0	4471	0.0991949262139	4.46525710041
HC176_HC96	4.79581406736	8.10077539321e-07	0.0021590621996	-0.554152853931	0.0215788484704	0.127891832265	302201	HC176	HC96	prolapsed_disc/slipped_disc	polymyalgia_rheumatica	HC	HC	5942.0	1421.0	652	0.115549278214	5.92672182857
HC179_HC243	9.00666630662	1.06207599811e-19	0.0148733696166	-0.554157798312	0.0144732434423	0.0234233668699	320566	HC179	HC243	iron_deficiency_anaemia	inguinal_hernia	HC	HC	7811.0	14042.0	4768	0.0615275152255	1.618390996
FH1044_HC385	6.39575489759	7.98780461035e-11	0.0239316674846	-0.554869069848	0.00844488127721	0.0204827901778	313229	FH1044	HC385	prostate_cancer	peripheral_vascular_disease	FH	HC	34359.0	3517.0	7496	0.0867558370721	2.42546810375
HC49_HC96	8.88970523089	3.06356176884e-19	0.0145269386257	-0.555307317924	0.0205312505403	0.0563229525233	302252	HC49	HC96	hayfever/allergic_rhinitis	polymyalgia_rheumatica	HC	HC	20724.0	1421.0	4391	0.0624663364534	2.74327919835
HC206_HC55	9.61845967721	3.34121536805e-22	0.00266989753702	-0.555540903092	0.0235285616668	0.202493696537	298983	HC206	HC55	parkinsons_disease	hyperthyroidism/thyrotoxicosis	HC	HC	1082.0	3647.0	798	0.0577577826113	8.60629304097
FH1002_HC385	5.82599675329	2.83863597646e-09	0.0353314837967	-0.557302444711	0.00483819620872	0.0165801924636	313229	FH1002	HC385	breast_cancer	peripheral_vascular_disease	FH	HC	62401.0	3517.0	11067	0.0956578708006	3.42693676494
HC385_INI3526	6.49005208468	4.2903352237e-11	0.188352431457	-0.562630511644	0.00399592236555	0.00112031093141	308523	HC385	INI3526	peripheral_vascular_disease	mother's_age_at_death	HC	INI	3517.0	205977.0	58111	0.0866912166964	0.280363537858
HC164_HC385	4.77620545988	8.93169407376e-07	0.149443303895	-0.563297508971	0.00396512842261	0.00615862915292	313229	HC164	HC385	gastro-oesophageal_reflux_(gord)_/_gastric_reflux	peripheral_vascular_disease	HC	HC	30231.0	3517.0	46810	0.11793829091	1.55319790345
